Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
37256,159,2,0,29,0,23,6,14.5,12.02081528,0,0,0.0,0.0,182389.9371,12578.61635,159.0,0.0,159,159,159,159.0,0.0,159,159,0,0.0,0.0,0,0,0,0,0,0,40,0,12578.61635,0.0,6,23,11.66666667,9.814954576,96.33333333,0,0,0,0,1,0,0,0,0,17.5,14.5,0.0,40,0,0,0,0,0,0,2,29,0,0,40958,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49687,295,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6779.661017,295.0,0.0,295,295,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,3389.830508,3389.830508,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,32,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
46102,4765,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,6505.771249,629.590766,2382.5,3365.121172,4762,3,4765,2382.5,3365.121172,4762,3,0,0.0,0.0,0,0,0,0,0,0,96,0,629.590766,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,96,0,0,0,0,0,0,3,31,0,0,1006,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31261,2,2,72,250,36,36,36.0,0.0,125,125,125.0,0.0,10300.37427,127.9549599,10420.33333,18041.61856,31253,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,63.97747993,63.97747993,36,125,71.6,48.74730762,2376.3,0,0,0,0,0,0,0,0,1,89.5,36.0,125.0,40,0,0,0,0,0,0,2,72,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,100703706,7,7,726,11595,354,0,103.7142857,170.9987469,4344,0,1656.428571,1760.597234,122.3490226,0.139021696,7746438.923,27800000.0,100000000,1,101000000,16800000.0,40900000.0,100000000,1,101000000,16800000.0,40900000.0,100000000,16,0,0,0,0,196,232,0.069510848,0.069510848,0,4344,821.8,1412.317053,1994639.457,1,0,0,0,0,0,0,0,1,880.5,103.7142857,1656.428571,196,0,0,0,0,0,0,7,726,7,11595,0,235,4,20,11012.0,0.0,11012,11012,100000000.0,0.0,100000000,100000000,DoS Hulk
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
443,2659624,8,8,1133,4013,794,0,141.625,273.0033686,1460,2,501.625,613.8962075,1934.859965,6.01588796,177308.2667,509939.8622,2005501,36,2659624,379946.2857,720725.5371,2005761,6245,2479967,354281.0,734492.6247,2005604,48,0,0,0,0,172,164,3.00794398,3.00794398,0,1460,302.7058824,485.769591,235972.0956,0,0,0,1,0,0,0,0,1,321.625,141.625,501.625,172,0,0,0,0,0,0,8,1133,8,4013,8192,16674,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,32387,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,61.75317257,32387.0,0.0,32387,32387,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,30.87658628,30.87658628,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,257,120,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,194,2,2,66,164,33,33,33.0,0.0,82,82,82.0,0.0,1185567.01,20618.5567,64.66666667,110.2739014,192,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,80,10309.27835,10309.27835,33,82,52.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,65.75,33.0,82.0,64,0,0,0,0,0,0,2,66,2,164,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,86549,1,1,56,131,56,56,56.0,0.0,131,131,131.0,0.0,2160.625773,23.10829703,86549.0,0.0,86549,86549,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,11.55414852,11.55414852,56,131,81.0,43.30127019,1875.0,0,0,0,0,0,0,0,0,1,121.5,56.0,131.0,20,0,0,0,0,0,0,1,56,1,131,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,90824,3,4,362,11595,362,0,120.6666667,209.0007974,8688,0,2898.75,4095.56617,131650.2246,77.07213952,15137.33333,28917.15266,73489,90,17014,8507.0,3518.563343,10995,6019,90734,30244.66667,38388.51646,73489,189,0,0,0,0,104,136,33.03091694,44.04122258,0,8688,1494.625,3075.056466,9455972.268,0,0,0,1,0,0,0,0,1,1708.142857,120.6666667,2898.75,104,0,0,0,0,0,0,3,362,4,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
60436,98630892,7,5,11595,370,5792,0,1656.428571,2277.23252,358,0,74.0,158.7891684,121.3108769,0.121665735,8966444.727,29700000.0,98600000,2,98600000,16400000.0,40300000.0,98600000,48,98600000,24700000.0,49300000.0,98600000,2,0,0,0,0,232,144,0.070971679,0.050694056,0,5792,920.3846154,1812.844245,3286404.256,0,0,0,0,1,0,0,0,0,997.0833333,1656.428571,74.0,232,0,0,0,0,0,0,7,11595,5,370,235,229,4,32,12922.0,0.0,12922,12922,98600000.0,0.0,98600000,98600000,BENIGN
54311,81,3,1,43,6,31,6,14.33333333,14.43375673,6,6,6.0,0.0,604938.2716,49382.71605,27.0,42.46174749,76,1,5,2.5,2.121320344,4,1,0,0.0,0.0,0,0,0,0,0,0,60,20,37037.03704,12345.67901,6,31,11.0,11.18033989,125.0,0,0,0,0,1,0,0,0,0,13.75,14.33333333,6.0,60,0,0,0,0,0,0,3,43,1,6,1013,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,86378966,26,32,2290,20723,667,0,88.07692308,152.8947149,1753,0,647.59375,686.262804,266.4190261,0.671459763,1515420.456,8453810.285,58400000,1,86400000,3455158.64,12700000.0,58400000,20,59300000,1914092.677,10500000.0,58400000,1,0,0,0,0,532,652,0.300999204,0.370460559,0,1753,390.0508475,584.7135586,341889.9456,0,0,0,1,0,0,0,0,1,396.7758621,88.07692308,647.59375,532,0,0,0,0,0,0,26,2290,32,20723,8192,387,25,20,530627.5,626894.7092,973909,87346,42700000.0,22200000.0,58400000,27000000,BENIGN
50259,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,335,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,195,2,2,80,336,40,40,40.0,0.0,168,168,168.0,0.0,2133333.333,20512.82051,65.0,105.6550993,187,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,10256.41026,10256.41026,40,168,91.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,114.0,40.0,168.0,40,0,0,0,0,0,0,2,80,2,336,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91774,2,2,80,336,40,40,40.0,0.0,168,168,168.0,0.0,4532.874235,43.58532918,30591.33333,52979.68143,91767,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,80,64,21.79266459,21.79266459,40,168,91.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,114.0,40.0,168.0,80,0,0,0,0,0,0,2,80,2,336,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,196,2,2,84,204,42,42,42.0,0.0,102,102,102.0,0.0,1469387.755,20408.16327,65.33333333,72.56950691,145,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,40,10204.08163,10204.08163,42,102,66.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,82.5,42.0,102.0,40,0,0,0,0,0,0,2,84,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32413,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,3949.032795,61.70363743,32413.0,0.0,32413,32413,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,30.85181871,30.85181871,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
51255,83,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,144578.3133,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,12048.19277,12048.19277,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,60,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
59252,14,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,71428.57143,71428.57143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,358,339,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56818,40,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,300000.0,50000.0,40.0,0.0,40,40,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25000.0,25000.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,946,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2543145,3,2,12,6,6,0,4.0,3.464101615,6,0,3.0,4.242640687,7.077850457,1.966069571,635786.25,1237932.455,2492338,8,2543137,1271568.5,1726428.783,2492338,50799,2492369,2492369.0,0.0,2492369,2492369,0,0,0,0,72,52,1.179641743,0.786427829,0,6,3.0,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.6,4.0,3.0,72,0,0,0,0,0,0,3,12,2,6,8192,106,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
49582,25,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,120000.0,12.5,10.60660172,20,5,0,0.0,0.0,0,0,5,5.0,0.0,5,5,0,0,0,0,32,64,40000.0,80000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,235,251,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,118282592,13,13,614,4675,192,0,47.23076923,63.88421016,1430,0,359.6153846,585.5088298,44.71494842,0.219812565,4731303.68,16300000.0,58900000,1,118000000,9856882.667,22900000.0,58900000,6550,118000000,9849581.917,22900000.0,58900000,1,0,0,0,0,272,272,0.109906283,0.109906283,0,1430,195.8888889,431.3202748,186037.1795,0,0,0,1,0,0,0,0,1,203.4230769,47.23076923,359.6153846,272,0,0,0,0,0,0,13,614,13,4675,8192,351,12,20,325502.5,10147.68942,332678,318327,58800000.0,148176.3473,58900000,58700000,BENIGN
80,9979,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1803.787955,400.8417677,3326.333333,4944.024103,9018,97,9979,4989.5,5697.159336,9018,961,0,0.0,0.0,0,0,0,0,0,0,60,32,300.6313258,100.2104419,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,31025,2,2,82,254,41,41,41.0,0.0,127,127,127.0,0.0,10829.97583,128.9282836,10341.66667,17906.22993,31018,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,64.46414182,64.46414182,41,127,75.4,47.10413995,2218.8,0,0,0,0,0,0,0,0,1,94.25,41.0,127.0,40,0,0,0,0,0,0,2,82,2,254,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,11455543,8,5,421,11632,421,0,52.625,148.8459774,5840,0,2326.4,3185.599598,1052.154402,1.134821806,954628.5833,2250341.738,6453755,48,6456618,922374.0,2439612.01,6454894,193,11500000,2863873.75,3359146.889,6453755,155,0,0,0,0,264,168,0.698351881,0.436469926,0,5840,860.9285714,2102.257631,4419487.148,0,0,0,1,0,0,0,0,0,927.1538462,52.625,2326.4,264,0,0,0,0,0,0,8,421,5,11632,29200,235,1,32,859.0,0.0,859,859,6453755.0,0.0,6453755,6453755,DoS GoldenEye
53,327,2,2,74,148,37,37,37.0,0.0,74,74,74.0,0.0,678899.0826,12232.4159,109.0,183.5973856,321,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,6116.207951,6116.207951,37,74,51.8,20.26573463,410.7,0,0,0,0,0,0,0,0,1,64.75,37.0,74.0,40,0,0,0,0,0,0,2,74,2,148,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30769,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,4095.030713,65.0004875,30769.0,0.0,30769,30769,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.50024375,32.50024375,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,83954265,7,6,386,11595,362,0,55.14285714,135.3408396,7240,0,1932.5,3126.682571,142.7086521,0.154846213,6996188.75,24200000.0,83800000,1,83800000,14000000.0,34200000.0,83800000,1,84000000,16800000.0,37500000.0,83800000,161,0,0,0,0,184,200,0.08337873,0.071467483,0,7240,856.2142857,2168.938776,4704295.412,1,0,0,0,0,0,0,0,0,922.0769231,55.14285714,1932.5,184,0,0,0,0,0,0,7,386,6,11595,0,235,4,20,9999.0,0.0,9999,9999,83800000.0,0.0,83800000,83800000,DoS Hulk
53,23786,1,1,42,86,42,42,42.0,0.0,86,86,86.0,0.0,5381.316741,84.08307408,23786.0,0.0,23786,23786,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.04153704,42.04153704,42,86,56.66666667,25.40341184,645.3333333,0,0,0,0,0,0,0,0,1,85.0,42.0,86.0,32,0,0,0,0,0,0,1,42,1,86,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,197,2,2,80,278,40,40,40.0,0.0,139,139,139.0,0.0,1817258.883,20304.56853,65.66666667,108.5418506,191,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10152.28426,10152.28426,40,139,79.6,54.22453319,2940.3,0,0,0,0,0,0,0,0,1,99.5,40.0,139.0,40,0,0,0,0,0,0,2,80,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,1999859,7,6,1589,1086,1021,0,227.0,398.252014,949,0,181.0,380.2115201,1337.5943,6.500458282,166654.9167,563910.0642,1956966,50,42893,7148.833333,16583.94841,40994,141,1999583,399916.6,892111.0344,1995773,468,0,0,0,0,232,200,3.500246767,3.000211515,0,1021,191.0714286,363.803088,132352.6868,0,0,0,1,0,0,0,0,0,205.7692308,227.0,181.0,232,0,0,0,0,0,0,7,1589,6,1086,29200,8,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,12897,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,930.4489416,310.1496472,4299.0,7275.683542,12700,44,197,197.0,0.0,197,197,12853,12853.0,0.0,12853,12853,0,0,0,0,40,64,155.0748236,155.0748236,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
51175,359,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,119777.1588,8356.545961,179.5,252.4371209,358,1,359,179.5,252.4371209,358,1,0,0.0,0.0,0,0,0,0,0,0,60,0,8356.545961,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,62,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,84611318,9,4,419,11595,407,0,46.55555556,135.1916335,10136,0,2898.75,4873.608203,141.9904604,0.153643748,7050943.167,24400000.0,84500000,1,84500000,10600000.0,29900000.0,84500000,1,149663,49887.66667,75279.22434,136499,193,0,0,0,0,272,136,0.106368748,0.047274999,0,10136,858.1428571,2699.332819,7286397.67,0,0,0,0,1,0,0,0,0,924.1538462,46.55555556,2898.75,272,0,0,0,0,0,0,9,419,4,11595,251,235,3,20,2001.0,0.0,2001,2001,84500000.0,0.0,84500000,84500000,DoS Hulk
443,3,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,12300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,40,0,666666.6667,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,322,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,262,2,2,72,454,36,36,36.0,0.0,227,227,227.0,0.0,2007633.588,15267.17557,87.33333333,149.5337197,260,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,7633.587786,7633.587786,36,227,112.4,104.6150085,10944.3,0,0,0,0,0,0,0,0,1,140.5,36.0,227.0,40,0,0,0,0,0,0,2,72,2,454,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3003041,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.99898736,1501520.5,710585.0394,2003980,999061,3003041,1501520.5,710585.0394,2003980,999061,0,0.0,0.0,0,0,0,0,0,0,120,0,0.99898736,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
80,98698730,9,6,333,11595,327,0,37.0,108.7681019,4344,0,1932.5,1754.831473,120.8526189,0.151977639,7049909.286,26400000.0,98600000,1,98700000,12300000.0,34900000.0,98600000,1,55463,11092.6,18642.89659,43133,47,0,0,0,0,284,200,0.091186584,0.060791056,0,4344,745.5,1390.902489,1934609.733,0,0,0,0,1,0,0,0,0,795.2,37.0,1932.5,284,0,0,0,0,0,0,9,333,6,11595,251,235,2,20,1989.0,0.0,1989,1989,98600000.0,0.0,98600000,98600000,DoS Hulk
51327,41,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,292682.9268,48780.4878,41.0,0.0,41,41,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,24390.2439,24390.2439,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,290,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48564,2,2,68,230,34,34,34.0,0.0,115,115,115.0,0.0,6136.2326,82.36553826,16188.0,28034.97439,48560,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,40,41.18276913,41.18276913,34,115,66.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,83.0,34.0,115.0,64,0,0,0,0,0,0,2,68,2,230,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,99418742,8,6,373,11595,373,0,46.625,131.8754147,5792,0,1932.5,2181.008184,120.3797167,0.140818519,7647595.538,27500000.0,99300000,1,99300000,14200000.0,37500000.0,99300000,1,145543,29108.6,50696.49983,117168,46,0,0,0,0,264,200,0.080467725,0.060350794,0,5792,797.8666667,1620.881192,2627255.838,0,0,0,0,1,0,0,0,0,854.8571429,46.625,1932.5,264,0,0,0,0,0,0,8,373,6,11595,251,235,1,32,16002.0,0.0,16002,16002,99300000.0,0.0,99300000,99300000,DoS Hulk
18995,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,913,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
52432,1,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,31000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,65,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,283,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,798586.5724,14134.27562,94.33333333,158.1939738,277,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,7067.137809,7067.137809,34,79,52.0,24.64751509,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,40,0,0,0,0,0,0,2,68,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163,2,2,84,212,42,42,42.0,0.0,106,106,106.0,0.0,1815950.92,24539.8773,54.33333333,88.91194146,157,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12269.93865,12269.93865,42,106,67.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,84.5,42.0,106.0,40,0,0,0,0,0,0,2,84,2,212,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,85675119,8,6,415,11595,415,0,51.875,146.7246571,4344,0,1932.5,1754.831473,140.1807215,0.163408002,6590393.769,23700000.0,85500000,3,85500000,12200000.0,32300000.0,85500000,3,144479,28895.8,57427.70316,131134,49,0,0,0,0,264,200,0.093376001,0.070032001,0,4344,800.6666667,1423.29405,2025765.952,0,0,0,0,1,0,0,0,0,857.8571429,51.875,1932.5,264,0,0,0,0,0,0,8,415,6,11595,274,235,1,32,2016.0,0.0,2016,2016,85500000.0,0.0,85500000,85500000,DoS Hulk
80,85362776,7,6,349,11595,349,0,49.85714286,131.9096011,4344,0,1932.5,1754.831473,139.9204731,0.152291205,7113564.667,24600000.0,85200000,1,85200000,14200000.0,34800000.0,85200000,1,141474,28294.8,56112.44588,128168,14,0,0,0,0,232,200,0.082002956,0.070288248,0,4344,853.1428571,1460.673388,2133566.747,0,0,0,0,1,0,0,0,0,918.7692308,49.85714286,1932.5,232,0,0,0,0,0,0,7,349,6,11595,274,235,1,32,529.0,0.0,529,529,85200000.0,0.0,85200000,85200000,DoS Hulk
443,6003480,9,6,410,5460,217,0,45.55555556,83.37882092,2306,0,910.0,960.1049943,977.7662289,2.498550841,428820.0,1524843.502,5725849,2,6003480,750435.0,2010754.919,5725849,2,171731,34346.2,45967.24711,98556,49,0,0,0,0,296,200,1.499130504,0.999420336,0,2306,366.875,707.0287948,499889.7167,0,0,0,1,0,0,0,0,0,391.3333333,45.55555556,910.0,296,0,0,0,0,0,0,9,410,6,5460,29200,33,3,32,277629.0,0.0,277629,277629,5725849.0,0.0,5725849,5725849,BENIGN
34028,47,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21276.59574,21276.59574,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,123,338,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,110997206,16,15,650,780,286,0,40.625,95.7962247,384,0,52.0,134.8077997,12.88320717,0.279286309,3699906.867,4762532.894,10000000,108,111000000,7386382.733,4517488.737,10200000,141,111000000,7913956.643,4274275.817,10200000,445,0,0,0,0,332,432,0.144147773,0.135138537,0,384,44.6875,112.9003093,12746.47984,0,0,0,1,0,0,0,0,0,46.12903226,40.625,52.0,332,0,0,0,0,0,0,16,650,15,780,8192,980,15,20,230244.7273,79729.51367,466267,201431,9842095.364,487776.3493,10000000,8373009,BENIGN
80,2984,6,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2010.723861,596.8,668.7658036,1658,3,2984,596.8,668.7658036,1658,3,0,0.0,0.0,0,0,0,0,0,0,192,0,2010.723861,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,192,0,0,0,0,0,0,6,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
